country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Punjab,Patiala,"Model Town, Patiala - PPCB","19-03-2026 16:00:00",30.349388,76.366642,NO2,15,31,18
India,Punjab,Patiala,"Model Town, Patiala - PPCB","19-03-2026 16:00:00",30.349388,76.366642,NH3,6,8,6
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","19-03-2026 16:00:00",18.547056,73.826908,PM2.5,31,57,43
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","19-03-2026 16:00:00",18.547056,73.826908,NH3,1,11,2
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","19-03-2026 16:00:00",18.664282,73.763966,OZONE,1,28,21
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","19-03-2026 16:00:00"," 16.5038",74.3623,PM2.5,31,82,61
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","19-03-2026 16:00:00",17.6336264,75.9132495,PM2.5,18,63,35
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","19-03-2026 16:00:00",17.6336264,75.9132495,PM10,13,500,70
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","19-03-2026 16:00:00",17.6336264,75.9132495,NH3,6,42,13
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","19-03-2026 16:00:00",17.6336264,75.9132495,CO,2,16,13
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","19-03-2026 16:00:00",21.869985,85.167016,PM2.5,26,51,37
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","19-03-2026 16:00:00",21.869985,85.167016,CO,15,62,50
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","19-03-2026 16:00:00",11.9309,79.8027,NH3,1,4,2
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","19-03-2026 16:00:00",31.620000,74.876512,PM10,42,110,63
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","19-03-2026 16:00:00",31.620000,74.876512,SO2,25,62,44
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","19-03-2026 16:00:00",30.233011,74.907758,NO2,33,38,36
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","19-03-2026 16:00:00",22.06156703,85.47409613,NO2,NA,NA,NA
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","19-03-2026 16:00:00",22.06156703,85.47409613,NH3,NA,NA,NA
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","19-03-2026 16:00:00",22.06156703,85.47409613,CO,15,17,16
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","19-03-2026 16:00:00",21.8004996,83.8396977,PM2.5,3,124,47
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","19-03-2026 16:00:00",20.94185,86.11510,NH3,3,4,3
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","19-03-2026 16:00:00",21.643900,85.599355,NO2,8,9,8
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","19-03-2026 16:00:00",17.65439,75.90649,NH3,3,6,4
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","19-03-2026 16:00:00",19.26777,72.97182,PM2.5,17,51,35
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","19-03-2026 16:00:00",19.26777,72.97182,NO2,10,34,21
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","19-03-2026 16:00:00",19.26777,72.97182,CO,6,54,17
India,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB","19-03-2026 16:00:00","19.2307571 ",73.1551920,CO,2,38,9
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","19-03-2026 16:00:00",20.832874,85.104082,CO,13,109,75
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","19-03-2026 16:00:00",20.832874,85.104082,OZONE,58,309,303
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","19-03-2026 16:00:00",22.1166054,85.3945546,PM2.5,17,253,93
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","19-03-2026 16:00:00",22.1166054,85.3945546,CO,39,113,79
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","19-03-2026 16:00:00",21.941841,86.728318,PM2.5,NA,NA,NA
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","19-03-2026 16:00:00",31.0325454,76.5623046,SO2,12,20,17
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","19-03-2026 16:00:00",26.470859,74.646594,SO2,4,29,16
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","19-03-2026 16:00:00",27.554793,76.611536,SO2,NA,NA,NA
India,Odisha,Nayagarh,"Dabuna, Nayagarh - OSPCB","19-03-2026 16:00:00",21.847279,85.416905,SO2,21,37,25
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","19-03-2026 16:00:00",22.18972222,84.86277778,SO2,7,21,12
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","19-03-2026 16:00:00",23.555190,74.440010,SO2,8,23,14
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","19-03-2026 16:00:00",25.106006,76.469948,PM10,84,189,144
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","19-03-2026 16:00:00",25.747299,71.393989,PM2.5,8,73,31
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","19-03-2026 16:00:00",25.747299,71.393989,NH3,7,14,10
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","19-03-2026 16:00:00",27.215415,77.50873,PM10,13,99,52
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","19-03-2026 16:00:00",27.215415,77.50873,OZONE,34,155,108
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","19-03-2026 16:00:00",25.339605,74.618883,PM2.5,20,82,37
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","19-03-2026 16:00:00",25.339605,74.618883,PM10,49,440,134
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","19-03-2026 16:00:00",25.339605,74.618883,SO2,4,22,11
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","19-03-2026 16:00:00",28.194909,76.862296,PM10,35,171,77
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","19-03-2026 16:00:00",28.194909,76.862296,NH3,5,20,11
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","19-03-2026 16:00:00",28.194909,76.862296,SO2,5,37,15
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","19-03-2026 16:00:00",28.207266,76.829265,NO2,24,67,42
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","19-03-2026 16:00:00",28.207266,76.829265,OZONE,6,147,17
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","19-03-2026 16:00:00",28.018792,73.292658,PM10,NA,NA,NA
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","19-03-2026 16:00:00",28.018792,73.292658,NH3,NA,NA,NA
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","19-03-2026 16:00:00",28.018792,73.292658,CO,7,72,48
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","19-03-2026 16:00:00",25.435774,75.644272,NO2,13,146,35
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","19-03-2026 16:00:00",24.892047,74.623527,PM2.5,32,93,57
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","19-03-2026 16:00:00",28.296139,74.961696,OZONE,54,109,70
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","19-03-2026 16:00:00",26.960669,75.771817,SO2,1,13,6
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","19-03-2026 16:00:00",26.9502929,75.730943,PM2.5,53,213,96
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","19-03-2026 16:00:00",26.9502929,75.730943,PM10,15,167,114
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","19-03-2026 16:00:00",26.9502929,75.730943,CO,17,117,39
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","19-03-2026 16:00:00",26.912329,70.909168,SO2,1,4,2
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","19-03-2026 16:00:00",26.912329,70.909168,OZONE,16,65,53
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","19-03-2026 16:00:00",25.344694,72.626208,NH3,3,9,5
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","19-03-2026 16:00:00",24.588397,76.172782,PM2.5,27,120,66
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","19-03-2026 16:00:00",28.108988,75.386577,SO2,5,7,6
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","19-03-2026 16:00:00",25.14389,75.821256,PM2.5,106,128,126
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","19-03-2026 16:00:00",25.14389,75.821256,PM10,106,172,134
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","19-03-2026 16:00:00",25.14389,75.821256,NH3,3,10,5
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","19-03-2026 16:00:00",27.213494,73.734444,NH3,5,9,7
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","19-03-2026 16:00:00",27.213494,73.734444,CO,10,22,15
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","19-03-2026 16:00:00",25.771061," 73.340227",CO,1,38,19
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","19-03-2026 16:00:00",24.041198,74.780702,PM2.5,20,93,54
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","19-03-2026 16:00:00",24.041198,74.780702,CO,12,36,17
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","19-03-2026 16:00:00",26.031443,76.359327,PM2.5,18,122,49
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","19-03-2026 16:00:00",29.610750,74.283608,SO2,4,8,6
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","19-03-2026 16:00:00",26.902909,75.836858,PM2.5,41,183,96
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","19-03-2026 16:00:00",26.843698,75.766894,NO2,43,61,54
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","19-03-2026 16:00:00",26.9164092,75.7994901,PM2.5,35,104,62
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","19-03-2026 16:00:00",26.9164092,75.7994901,PM10,2,117,73
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","19-03-2026 16:00:00",26.9164092,75.7994901,NO2,26,154,101
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","19-03-2026 16:00:00",26.9164092,75.7994901,NH3,1,4,2
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","19-03-2026 16:00:00",26.9164092,75.7994901,SO2,18,36,27
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","19-03-2026 16:00:00",26.295810,73.082283,SO2,1,4,2
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","19-03-2026 16:00:00",26.295810,73.082283,OZONE,18,102,66
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","19-03-2026 16:00:00",26.215415,73.070156,CO,4,22,11
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","19-03-2026 16:00:00",26.358805,73.047444,NO2,3,28,12
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","19-03-2026 16:00:00",26.358805,73.047444,NH3,3,10,5
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","19-03-2026 16:00:00",26.358805,73.047444,SO2,1,3,2
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","19-03-2026 16:00:00",26.699557,77.898881,PM10,52,459,92
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","19-03-2026 16:00:00",26.699557,77.898881,SO2,5,11,8
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","19-03-2026 16:00:00",23.837789,73.714926,NO2,13,32,20
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","19-03-2026 16:00:00",29.610750,74.283608,NO2,11,38,20
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","19-03-2026 16:00:00",26.253384,72.976571,CO,14,26,17
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","19-03-2026 16:00:00",25.196024,75.855668,PM2.5,32,140,73
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","19-03-2026 16:00:00",25.196024,75.855668,NO2,11,127,39
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","19-03-2026 16:00:00",25.196024,75.855668,OZONE,6,131,112
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","19-03-2026 16:00:00",26.786682,75.827928,PM2.5,53,301,115
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB","19-03-2026 16:00:00",26.786682,75.827928,OZONE,27,122,85
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","19-03-2026 16:00:00",26.960669,75.771817,PM2.5,30,178,75
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","19-03-2026 16:00:00",26.960669,75.771817,PM10,34,175,83
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","19-03-2026 16:00:00",11.0328,77.0349,PM2.5,NA,NA,NA
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","19-03-2026 16:00:00",11.0328,77.0349,NO2,10,11,11
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","19-03-2026 16:00:00",10.942451,76.978996,PM10,10,88,33
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","19-03-2026 16:00:00",13.4127,80.1081,NH3,1,1,1
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","19-03-2026 16:00:00",13.4127,80.1081,SO2,14,21,18
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","19-03-2026 16:00:00",11.258242,77.552761,SO2,15,22,17
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","19-03-2026 16:00:00","8.816428 ",78.099039,NO2,12,20,15
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","19-03-2026 16:00:00","8.816428 ",78.099039,SO2,6,18,11
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","19-03-2026 16:00:00","8.816428 ",78.099039,CO,10,48,27
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","19-03-2026 16:00:00",17.460103,78.334361,PM2.5,10,26,17
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","19-03-2026 16:00:00",17.460103,78.334361,NO2,18,32,24
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","19-03-2026 16:00:00",29.931624,73.864511,OZONE,6,85,38
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","19-03-2026 16:00:00",26.159933,75.780517,NO2,8,120,30
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","19-03-2026 16:00:00",26.159933,75.780517,OZONE,3,135,109
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","19-03-2026 16:00:00",24.5886166,73.6321397,PM10,36,165,113
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","19-03-2026 16:00:00",24.5886166,73.6321397,CO,5,169,131
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","19-03-2026 16:00:00",27.338530,88.614099,NO2,NA,NA,NA
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","19-03-2026 16:00:00",27.338530,88.614099,OZONE,22,27,24
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","19-03-2026 16:00:00",13.0664,"80.2112 ",PM10,13,102,52
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","19-03-2026 16:00:00",13.0664,"80.2112 ",NO2,12,24,18
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","19-03-2026 16:00:00",27.19412,77.96237,SO2,12,14,14
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","19-03-2026 16:00:00",27.169338,78.03582,CO,4,8,6
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","19-03-2026 16:00:00",27.19862,77.92066,NH3,3,3,3
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","19-03-2026 16:00:00",27.19862,77.92066,OZONE,12,14,13
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","19-03-2026 16:00:00",28.964949,77.278761,NH3,1,3,2
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","19-03-2026 16:00:00",28.359581,79.414455,PM10,32,68,48
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","19-03-2026 16:00:00",28.38910936,79.42963708,CO,26,75,32
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","19-03-2026 16:00:00",17.544899,78.486949,PM10,75,82,78
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","19-03-2026 16:00:00",17.544899,78.486949,CO,6,20,12
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","19-03-2026 16:00:00",17.544899,78.486949,OZONE,13,31,21
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","19-03-2026 16:00:00",17.429398,78.569354,SO2,12,16,13
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","19-03-2026 16:00:00",17.4559458,78.4332152,CO,37,56,41
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","19-03-2026 16:00:00",17.417094,78.457437,NH3,4,5,5
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","19-03-2026 16:00:00",17.417094,78.457437,SO2,16,19,17
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","19-03-2026 16:00:00",17.417094,78.457437,CO,11,32,22
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","19-03-2026 16:00:00",17.470431,78.566959,PM10,NA,NA,NA
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","19-03-2026 16:00:00",17.470431,78.566959,NH3,NA,NA,NA
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","19-03-2026 16:00:00",17.470431,78.566959,OZONE,11,45,26
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","19-03-2026 16:00:00",17.518400,78.278777,PM10,24,74,41
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","19-03-2026 16:00:00",17.5316895,78.218939,PM10,25,58,42
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","19-03-2026 16:00:00",17.585705,78.126199,NH3,5,7,6
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","19-03-2026 16:00:00",17.393559,78.339194,NH3,1,3,3
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","19-03-2026 16:00:00",17.393559,78.339194,SO2,9,19,15
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","19-03-2026 16:00:00",17.349694,78.451437,OZONE,22,31,25
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","19-03-2026 16:00:00",23.8175497,91.2726974,CO,14,26,20
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","19-03-2026 16:00:00",27.23711,78.01936,PM10,37,500,126
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","19-03-2026 16:00:00",27.23711,78.01936,NO2,20,20,20
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","19-03-2026 16:00:00",27.23711,78.01936,CO,16,24,20
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","19-03-2026 16:00:00",27.106972,78.000111,NH3,6,6,6
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","19-03-2026 16:00:00",27.168897,78.376960,OZONE,5,18,6
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","19-03-2026 16:00:00",27.1594,78.3953,NO2,15,15,15
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","19-03-2026 16:00:00",27.1594,78.3953,NH3,2,2,2
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","19-03-2026 16:00:00",28.646233,77.358075,NH3,15,20,18
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","19-03-2026 16:00:00",28.757294,77.278792,PM10,56,406,172
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","19-03-2026 16:00:00",28.757294,77.278792,NO2,17,91,40
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","19-03-2026 16:00:00",28.757294,77.278792,NH3,2,8,3
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","19-03-2026 16:00:00",13.1662,80.2584,PM2.5,NA,NA,NA
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","19-03-2026 16:00:00",13.164544,80.26285,PM2.5,9,28,19
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","19-03-2026 16:00:00",13.164544,80.26285,OZONE,27,194,58
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","19-03-2026 16:00:00",12.9533,80.2357,PM2.5,1,40,21
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","19-03-2026 16:00:00",27.608912,75.153302,SO2,2,6,3
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","19-03-2026 16:00:00",24.885261,72.857549,PM10,NA,NA,NA
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","19-03-2026 16:00:00",28.685382,77.453839,PM2.5,34,229,111
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","19-03-2026 16:00:00",26.730136,83.433859,PM10,50,170,99
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","19-03-2026 16:00:00",26.730136,83.433859,NH3,1,1,1
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","19-03-2026 16:00:00",26.730136,83.433859,OZONE,1,3,3
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","19-03-2026 16:00:00",28.47272,77.482000,PM10,42,428,127
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","19-03-2026 16:00:00",28.557054,77.453663,NO2,61,135,83
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","19-03-2026 16:00:00",28.557054,77.453663,OZONE,7,141,32
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","19-03-2026 16:00:00",26.868120,81.005119,PM2.5,42,168,91
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","19-03-2026 16:00:00",26.868120,81.005119,OZONE,34,49,46
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","19-03-2026 16:00:00",26.906111,80.948222,NH3,10,16,13
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","19-03-2026 16:00:00",26.90723,80.98579,NO2,31,32,32
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","19-03-2026 16:00:00",26.8458805,80.9365541,NO2,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","19-03-2026 16:00:00",26.8458805,80.9365541,SO2,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","19-03-2026 16:00:00",26.83399722,80.8917361,NH3,7,9,9
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","19-03-2026 16:00:00",28.725645,77.749675,PM2.5,15,243,88
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","19-03-2026 16:00:00",28.725645,77.749675,PM10,25,270,96
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","19-03-2026 16:00:00",28.725645,77.749675,SO2,14,104,50
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","19-03-2026 16:00:00",28.725645,77.749675,CO,24,65,41
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","19-03-2026 16:00:00",25.4547,78.6039,PM2.5,14,68,37
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","19-03-2026 16:00:00",26.428282,80.327067,PM10,57,119,91
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","19-03-2026 16:00:00",26.509954,80.249612,PM10,78,136,111
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","19-03-2026 16:00:00",26.509954,80.249612,CO,32,62,47
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","19-03-2026 16:00:00",25.32393,82.99687,NO2,1,3,2
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","19-03-2026 16:00:00",25.32393,82.99687,SO2,30,32,30
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","19-03-2026 16:00:00",27.5714090,77.6557570,PM2.5,16,67,33
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","19-03-2026 16:00:00",27.5714090,77.6557570,SO2,17,33,20
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","19-03-2026 16:00:00",27.5714090,77.6557570,OZONE,15,16,15
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","19-03-2026 16:00:00",29.2124114,78.9611753,NO2,5,13,8
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","19-03-2026 16:00:00",29.2124114,78.9611753,NH3,1,4,2
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","19-03-2026 16:00:00",28.856664,78.772638,SO2,23,34,28
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","19-03-2026 16:00:00",28.856664,78.772638,OZONE,17,23,17
